CÓDIGO,DESCRIÇÃO DE SERVIÇO,UNIDADE,CUSTO UNITÁRIO,REGIÃO,ANO
ED-50155,"LOCAÇÃO DE BANHEIRO QUÍMICO, DIMENSÃO (110X120X230)CM, LINHA PADRÃO, CONTENDO UMA (1) PIA/HIGIENIZADOR DE MÃOS, INCLUSIVE MANUTENÇÃO E MOBILIZAÇÃO/DESMOBILIZAÇÃO",mês,800,Região Norte,Planilha
ED-16348,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 1, PARA ESCRITÓRIO DE OBRA, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE AR CONDICIONADO E LIGAÇÕES ELÉTRICAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,680.92,Região Norte,Planilha
ED-16349,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 2, PARA ESCRITÓRIO DE OBRA COM SANITÁRIO CONTENDO UM (1) VASO SANITÁRIO E UM (1) LAVATÓRIO, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE AR CONDICIONADO E LIGAÇÕES ELÉTRICAS E HIDROSSANITÁRIAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,835.2,Região Norte,Planilha
ED-16350,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 3, PARA DEPÓSITO/FERRAMENTARIA DE OBRA, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,675.03,Região Norte,Planilha
ED-16351,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 4, PARA REFEITÓRIO DE OBRA, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,601.49,Região Norte,Planilha
ED-16352,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 5, PARA VESTIÁRIO DE OBRA COM SETE (7) CHUVEIROS E DOIS (2) LAVATÓRIOS, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS E HIDROSSANITÁRIAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,809.95,Região Norte,Planilha
ED-16353,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 6, PARA VESTIÁRIO DE OBRA COM SETE (7) VASOS SANITÁRIOS, UM (1) MICTÓRIO E UM (1) LAVATÓRIO, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS E HIDROSSANITÁRIAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,794.93,Região Norte,Planilha
ED-16354,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 7, PARA VESTIÁRIO DE OBRA COM QUATRO (4) CHUVEIROS, TRÊS (3) VASOS SANITÁRIOS, UM (1) MICTÓRIO E UM (1) LAVATÓRIO, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS E HIDROSSANITÁRIAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,787.9,Região Norte,Planilha
ED-16355,"LOCAÇÃO DE CONTAINER COM ISOLAMENTO TÉRMICO, TIPO 8, PARA VESTIÁRIO DE OBRA COM OITO (8) BANCOS E CINCO (5) ARMÁRIOS, COM MEDIDAS REFERENCIAIS DE (6) METROS COMPRIMENTO, (2,3) METROS LARGURA E (2,5) METROS ALTURA ÚTIL INTERNA, INCLUSIVE LIGAÇÕES ELÉTRICAS INTERNAS, EXCLUSIVE MOBILIZAÇÃO/DESMOBILIZAÇÃO E LIGAÇÕES PROVISÓRIAS EXTERNAS",mês,614.6,Região Norte,Planilha
ED-50137,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE CONTAINER, INCLUSIVE INSTALAÇÃO E TRANSPORTE COM CAMINHÃO GUINDAUTO (MUNCK)",un,700.55,Região Norte,Planilha
8726,LOCAÇÃO DA OBRA,,,Região Norte,Planilha
ED-50273,LOCAÇÃO DA OBRA (GABARITO),m2,8.94,Região Norte,Planilha
ED-50276,LOCAÇÃO TOPOGRÁFICA ACIMA DE 50 PONTOS,U,77.74,Região Norte,Planilha
ED-50274,LOCAÇÃO TOPOGRÁFICA ATE 20 PONTOS,U,84.89,Região Norte,Planilha
ED-50275,LOCAÇÃO TOPOGRÁFICA DE 20 A 50 PONTOS,U,75.75,Região Norte,Planilha
8727,TAPUME E CERCA,,,Região Norte,Planilha
ED-50136,CERCA DE 5 FIOS DE ARAME FARPA DO E MOURÕES DE EUCALIPTO,m,38.69,Região Norte,Planilha
ED-50166,REMANEJAMENTO DE TAPUME,m2,9.07,Região Norte,Planilha
ED-50163,TAPUME COM TELA DE POLIETILENO,m,15.52,Região Norte,Planilha
ED-50162,"TAPUME DE CHAPA DE MADEIRA 6 MM 2,20 X 1,22 M, H = 2,20 M, ABERTURA E PORTÃO",m2,161.9,Região Norte,Planilha
ED-50165,"TAPUME DE TELA GALVANIZAADA # 2, FIO 14 COM BASE DE CONCRETO",m2,73.65,Região Norte,Planilha
ED-50164,"TAPUME DE TELA GALVANIZAADA # 2, FIO 14 COM FIXAÇÃO ENTERRADA",m2,75.55,Região Norte,Planilha
ED-50159,"TAPUME EM CHAPA COMPENSADO DE 12 MM E PONTALETES H = 2,20 M",m,216.38,Região Norte,Planilha
ED-50160,"TAPUME REMOVÍVEL DE COMPENSADO TIPO A, H = 2,20 M (PADRÃO DER-MG - COM REMOÇÃO)",m,250.43,Região Norte,Planilha
ED-50161,"TAPUME REMOVÍVEL DE COMPENSADO TIPO B, H = 2,20 M (PADRÃO DER-MG - COM REMOÇÃO)",m,222.31,Região Norte,Planilha
8728,PROTEÇÃO DE TRANSEUNTE,,,Região Norte,Planilha
ED-27006,"CONE PARA SINALIZAÇÃO/ISOLAMENTO DE ÁREAS, ALTURA 75CM, INCLUSIVE FORNECIMENTO E MOVIMENTAÇÃO",un,4.5,Região Norte,Planilha
ED-50157,FITA ZEBRADA AMARELA PARA SINALIZAÇÃO L = 7 M,m,3.52,Região Norte,Planilha
ED-50156,PROTEÇÃO COM FITA ZEBRADA AMARELA L = 7 M E PEÇA 7 X 7 CM,m,8.12,Região Norte,Planilha
8729,ANDAIME,,,Região Norte,Planilha
ED-48247,CONSTRUÇÃO/MONTAGEM E DESMONTAGEM DE ANDAIME PARA REVESTIMENTO INTERNO DE FORROS,m2,10.48,Região Norte,Planilha
ED-48243,"DUTO DE ENTULHO (ALUGUEL MENSAL), INCLUSIVE MONTAGEM/DESMONTAGEM",MXMÊS,45.4,Região Norte,Planilha
ED-14397,"FORNECIMENTO DE ANDAIME EM CAVALETE METÁLICO PARA ALVENARIA, COM REAPROVEITAMENTO, INCLUSIVE  MONTAGEM/DESMONTAGEM ",m2,1.27,Região Norte,Planilha
ED-48237,"FORNECIMENTO DE ANDAIME EM MADEIRA PARA ALVENARIA, REAPROVEITAMENTO (6X), INCLUSIVE  MONTAGEM/DESMONTAGEM ",m2,10.29,Região Norte,Planilha
ED-9075,"FORNECIMENTO DE ANDAIME METÁLICO PARA FACHADA (LOCAÇÃO), INCLUSIVE PISO METÁLICO E SAPATAS, EXCLUSIVE MONTAGEM E DESMONTAGEM",m2xmês,6.66,Região Norte,Planilha
ED-9076,"FORNECIMENTO DE ANDAIME METÁLICO TUBULAR TIPO TORRE (LOCAÇÃO), INCLUSIVE RODÍZIOS, EXCLUSIVE MONTAGEM E DESMONTAGEM",mxmês,20,Região Norte,Planilha
ED-48246,"MONTAGEM E DESMONTAGEM DE ANDAIME METÁLICO PARA FACHADA COM PISO METÁLICO, EXCLUSIVE FORNECIMENTO DO ANDAIME E RODAPÉ/GUARDA-CORPO EM MADEIRA",m2,7.52,Região Norte,Planilha
ED-48245,"MONTAGEM E DESMONTAGEM DE ANDAIME METÁLICO PARA FACHADA COM PISO METÁLICO, INCLUSIVE RODAPÉ/GUARDA-CORPO EM MADEIRA, EXCLUSIVE FORNECIMENTO DO ANDAIME",m2,12.87,Região Norte,Planilha
ED-9077,"MONTAGEM E DESMONTAGEM DE ANDAIME METÁLICO TUBULAR TIPO TORRE, EXCLUSIVE FORNECIMENTO DO ANDAIME",m,8.7,Região Norte,Planilha
ED-48249,TELA DE PROTEÇÃO DE FACHADA INSTALADA EM ANDAIME FACHADEIRO,m2,5.48,Região Norte,Planilha
ED-48248,TELA PARA PROTEÇÃO DE FACHADA EM POLIETILENO,m2,7.11,Região Norte,Planilha
8730,BANDEJA SALVA-VIDA,,,Região Norte,Planilha
ED-48239,"BANDEJA SALVA-VIDAS PRIMÁRIA, DE MADEIRA - COM FORRO EM CHAPA COMPENSADA - LARGURA 2,50 M",m,394.68,Região Norte,Planilha
ED-48238,"BANDEJA SALVA-VIDAS PRIMÁRIA, DE MADEIRA - COM FORRO EM TÁBUA - LARGURA 2,50 M",m,353.44,Região Norte,Planilha
ED-48241,"BANDEJA SALVA-VIDAS SECUNDÁRIA, DE MADEIRA - COM FORRO EM CHAPA COMPENSADA - LARGURA 1,40 M",m,291.52,Região Norte,Planilha
ED-48240,"BANDEJA SALVA-VIDAS SECUNDÁRIA, DE MADEIRA - COM FORRO EM TÁBUA - LARGURA 1,40 M",m,238.29,Região Norte,Planilha
8665,TERRAPLENAGEM/TRABALHOS EM TERRA,,,Região Norte,Planilha
8731,REGULARIZAÇÃO E COMPACTAÇÃO DE SOLO,,,Região Norte,Planilha
ED-51100,CORTE E DESATERRO PARA REGULARIZAÇÃO E ARRASTAMENTO NIVELADO A CURTA DISTÂNCIA COM LÂMINA,m3,3.72,Região Norte,Planilha
ED-51123,REGULARIZAÇÃO E COMPACTAÇÃO DE TERRENO COM PLACA VIBRATÓRIA,m2,4.43,Região Norte,Planilha
ED-51124,REGULARIZAÇÃO E COMPACTAÇÃO DE TERRENO COM ROLO VIBRATÓRIO,m2,2.85,Região Norte,Planilha
ED-51122,"REGULARIZAÇÃO E COMPACTAÇÃO DE TERRENO MANUAL, COM SOQUETE",m2,8.7,Região Norte,Planilha
8732,ESCAVAÇÃO MECÂNICA,,,Região Norte,Planilha
ED-51105,ESCAVAÇÃO E CARGA MECANIZADA EM MATERIAL DE 1ª CATEGORIA,m3,7.44,Região Norte,Planilha
ED-51106,ESCAVAÇÃO E CARGA MECANIZADA EM MATERIAL DE 2ª CATEGORIA,m3,9.93,Região Norte,Planilha
ED-51103,"ESCAVAÇÃO MECÂNICA COM TRATOR, INCLUSIVE TRANSPORTE ATÉ 50 M EM MATERIAL DE 1ª CATEGORIA",m3,4,Região Norte,Planilha
ED-51104,"ESCAVAÇÃO MECÂNICA COM TRATOR, INCLUSIVE TRANSPORTE ATÉ 50 M EM MATERIAL DE 2ª CATEGORIA",m3,5.67,Região Norte,Planilha
ED-51111,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA LATERAL H <= 1,50 M",m3,11.51,Região Norte,Planilha
ED-51114,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA LATERAL H > 5,00 M",m3,20.71,Região Norte,Planilha
ED-51112,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA LATERAL 1,50 M < H <= 3,00 M",m3,13.8,Região Norte,Planilha
ED-51113,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA LATERAL 3,00 M < H <= 5,00 M",m3,17.25,Região Norte,Planilha
ED-51115,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA SOBRE CAMINHÃO H <= 1,50 M",m3,9.31,Região Norte,Planilha
ED-51118,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA SOBRE CAMINHÃO H > 5,00 M",m3,16.56,Região Norte,Planilha
ED-51116,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA SOBRE CAMINHÃO 1,50 M < H <= 3,00 M",m3,11.04,Região Norte,Planilha
ED-51117,"ESCAVAÇÃO MECÂNICA DE VALAS COM DESCARGA SOBRE CAMINHÃO 3,00 M < H <= 5,00 M",m3,13.8,Região Norte,Planilha
ED-51119,ESCAVAÇÃO MECÂNICA EM SOLO MOLE COM DESCARGA DIRETA SOBRE CAMINHÃO,m3,17.25,Região Norte,Planilha
8733,ESCAVAÇÃO MANUAL,,,Região Norte,Planilha
ED-51110,ESCAVAÇÃO MANUAL DE TERRA (DESATERRO MANUAL),m3,36.04,Região Norte,Planilha
ED-51108,"ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MAIOR QUE 1,5M E MENOR OU IGUAL 3,0M",m3,81.09,Região Norte,Planilha
ED-51109,"ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MAIOR QUE 3,0M E MENOR OU IGUAL 5,0M",m3,108.12,Região Norte,Planilha
ED-51107,"ESCAVAÇÃO MANUAL DE VALA COM PROFUNDIDADE MENOR OU IGUAL A 1,5M",m3,61.26,Região Norte,Planilha
8734,COMPACTAÇÃO DE FUNDO DE VALA,,,Região Norte,Planilha
ED-51094,APILOAMENTO DO FUNDO DE VALAS COM PLACA,m2,11.57,Região Norte,Planilha
ED-51093,APILOAMENTO DO FUNDO DE VALAS COM SOQUETE,m2,20.72,Região Norte,Planilha
ED-51099,"COMPACTAÇÃO DE VALAS OU ÁREAS, MANUALMENTE A 95% DO PN, COM PLACA VIBRATÓRIA",m3,50.85,Região Norte,Planilha
8735,ATERRO E REATERRO,,,Região Norte,Planilha
ED-51096,ATERRO COMPACTADO COM PLACA VIBRATÓRIA,m3,41.94,Região Norte,Planilha
ED-51098,ATERRO COMPACTADO COM ROLO VIBRATÓRIO A 95% DO P.N.,m3,2.84,Região Norte,Planilha
ED-51095,ATERRO COMPACTADO COM ROLO VIBRATÓRIO SEM GRAU DE COMPACTAÇÃO,m3,2.63,Região Norte,Planilha
ED-51097,"ATERRO COMPACTADO MANUAL, COM SOQUETE",m3,61.26,Região Norte,Planilha
ED-51121,REATERRO COMPACTADO DE VALA COM EQUIPAMENTO PLACA VIBRATÓRIA,m3,41.94,Região Norte,Planilha
ED-51120,REATERRO MANUAL DE VALA,m3,61.26,Região Norte,Planilha
8736,ESCORAMENTO DE VALA,,,Região Norte,Planilha
ED-51101,ESCORAMENTO DE VALA TIPO CONTÍNUO EMPREGANDO PRANCHAS E LONGARINAS DE PEROBA,m2,91.03,Região Norte,Planilha
ED-51102,ESCORAMENTO DE VALA TIPO DESCONTÍNUO EMPREGANDO PRANCHAS E LONGARINAS DE PEROBA,m2,55.43,Região Norte,Planilha
8666,FUNDAÇÕES,,,Região Norte,Planilha
8737,FUNDAÇÃO SUPERFICIAL E RASA,,,Região Norte,Planilha
ED-49746,PERFURAÇÃO DE ESTACA BROCA A TRADO MANUAL D = 150 MM,m,20.72,Região Norte,Planilha
ED-49747,PERFURAÇÃO DE ESTACA BROCA A TRADO MANUAL D = 200 MM,m,27.03,Região Norte,Planilha
ED-49748,PERFURAÇÃO DE ESTACA BROCA A TRADO MANUAL D = 250 MM,m,36.04,Região Norte,Planilha
ED-49749,PERFURAÇÃO DE ESTACA BROCA A TRADO MANUAL D = 300 MM,m,54.06,Região Norte,Planilha
8738,FUNDAÇÃO PROFUNDA,,,Região Norte,Planilha
ED-49773,CORTE DE ESTACA TIPO TRILHO TR 25/32 DUPLO,U,146.37,Região Norte,Planilha
ED-49771,CORTE DE ESTACA TIPO TRILHO TR 25/32 SIMPLES,U,99.32,Região Norte,Planilha
ED-49774,CORTE DE ESTACA TIPO TRILHO TR 37/45/57 DUPLO,U,145.65,Região Norte,Planilha
ED-49772,CORTE DE ESTACA TIPO TRILHO TR 37/45/57 SIMPLES,U,98.35,Região Norte,Planilha
ED-49738,CORTE E PREPARO DE CABEÇA DE ESTACAS,U,51.33,Região Norte,Planilha
ED-49711,"CRAVAÇÃO E CONCRETAGEM ESTACA TIPO FRANKI MOLDADA ""IN LOCO"" 130 TON D = 520 MM",m,293.34,Região Norte,Planilha
ED-49712,"CRAVAÇÃO E CONCRETAGEM ESTACA TIPO FRANKI MOLDADA ""IN LOCO"" 170 TON D = 600 MM",m,375.65,Região Norte,Planilha
ED-49708,"CRAVAÇÃO E CONCRETAGEM ESTACA TIPO FRANKI MOLDADA ""IN LOCO"" 55 TON D = 350 MM",m,176.19,Região Norte,Planilha
ED-49709,"CRAVAÇÃO E CONCRETAGEM ESTACA TIPO FRANKI MOLDADA ""IN LOCO"" 70 TON D = 400 MM",m,205.91,Região Norte,Planilha
ED-49710,"CRAVAÇÃO E CONCRETAGEM ESTACA TIPO FRANKI MOLDADA ""IN LOCO"" 95 TON D = 450 MM",m,253,Região Norte,Planilha
ED-49737,EMENDA DE ESTACA PRÉ MOLDADA ACIMA DE 95T,U,88.25,Região Norte,Planilha
ED-49735,EMENDA DE ESTACA PRÉ-MOLDADA ATÉ 65T,U,67.95,Região Norte,Planilha
ED-49736,EMENDA DE ESTACA PRÉ-MOLDADA DE 65T A 95T,U,76.36,Região Norte,Planilha
ED-15801,"ENCAMISAMENTO DE TUBULÃO COM TUBO DE CONCRETO (MANILHA), DIÂMETRO 90CM, INCLUSIVE TRANSPORTE E FORNECIMENTO",m,207.76,Região Norte,Planilha
ED-49777,ESCAVAÇÃO MANUAL DE TUBULÃO A CÉU ABERTO,m3,285.07,Região Norte,Planilha
ED-49721,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 180 MM/35T,m,178.51,Região Norte,Planilha
ED-49722,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 230 MM/55T,m,239.68,Região Norte,Planilha
ED-49723,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 260 MM/70T,m,284.7,Região Norte,Planilha
ED-49724,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 330 MM/90T,m,318.98,Região Norte,Planilha
ED-49725,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 380 MM/105T,m,339.75,Região Norte,Planilha
ED-49726,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 420 MM/130T,m,377.06,Região Norte,Planilha
ED-49727,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA D = 500 MM/150T,m,500.6,Região Norte,Planilha
ED-49728,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 15 X 15 CM/25T,m,144.26,Região Norte,Planilha
ED-49729,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 17 x 17 CM/35T,m,151.98,Região Norte,Planilha
ED-49730,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 20 X 20 CM/50T,m,182.94,Região Norte,Planilha
ED-49731,"ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 21,5 X 21,5 CM/60T",m,204.69,Região Norte,Planilha
ED-49732,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 23 X 23 CM/70T,m,221.33,Região Norte,Planilha
ED-49733,"ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 25,5 X 25,5 CM/85T",m,267.76,Região Norte,Planilha
ED-49734,ESTACA PRÉ-MOLDADA DE CONCRETO ARMADO CRAVADA 28 X 28 CM/105T,m,309.2,Região Norte,Planilha
ED-49766,ESTACA TIPO TRILHO TR-25 DUPLO,m,251.53,Região Norte,Planilha
ED-49761,ESTACA TIPO TRILHO TR-25 SIMPLES,m,119.9,Região Norte,Planilha
ED-49767,ESTACA TIPO TRILHO TR-32 DUPLO,m,287.31,Região Norte,Planilha
ED-49762,ESTACA TIPO TRILHO TR-32 SIMPLES,m,137.41,Região Norte,Planilha
ED-49768,ESTACA TIPO TRILHO TR-37 DUPLO,m,310.02,Região Norte,Planilha
ED-49763,ESTACA TIPO TRILHO TR-37 SIMPLES,m,148.68,Região Norte,Planilha
ED-49769,ESTACA TIPO TRILHO TR-45 DUPLO,m,354.98,Região Norte,Planilha
ED-49764,ESTACA TIPO TRILHO TR-45 SIMPLES,m,171.06,Região Norte,Planilha
ED-49770,ESTACA TIPO TRILHO TR-57 DUPLO,m,414.88,Região Norte,Planilha
ED-49765,ESTACA TIPO TRILHO TR-57 SIMPLES,m,200.48,Região Norte,Planilha
ED-26497,"EXECUÇÃO DE ESTACA TIPO HÉLICE CONTÍNUA, DIÂMETRO 300MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,33.8,Região Norte,Planilha
ED-49715,"EXECUÇÃO DE ESTACA TIPO HÉLICE CONTÍNUA, DIÂMETRO 400MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,47.81,Região Norte,Planilha
ED-49716,"EXECUÇÃO DE ESTACA TIPO HÉLICE CONTÍNUA, DIÂMETRO 500MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,65.97,Região Norte,Planilha
ED-49717,"EXECUÇÃO DE ESTACA TIPO HÉLICE CONTÍNUA, DIÂMETRO 600MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,88.16,Região Norte,Planilha
ED-49718,"EXECUÇÃO DE ESTACA TIPO HÉLICE CONTÍNUA, DIÂMETRO 800MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,144.64,Região Norte,Planilha
ED-26522,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 250MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,38.51,Região Norte,Planilha
ED-49741,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 250MM, EXCLUSIVE ARMAÇÃO, INCLUSIVE CONCRETO ESTRUTURAL, USINADO, COM FCK 20MPA, INCLUSIVE LANÇAMENTO, ADENSAMENTO E ACABAMENTO (FUNDAÇÃO)",m,71.85,Região Norte,Planilha
ED-26523,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 320MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,40.77,Região Norte,Planilha
ED-49742,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 320MM, EXCLUSIVE ARMAÇÃO, INCLUSIVE CONCRETO ESTRUTURAL, USINADO, COM FCK 20MPA, INCLUSIVE LANÇAMENTO, ADENSAMENTO E ACABAMENTO (FUNDAÇÃO)",m,95.39,Região Norte,Planilha
ED-26524,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 380MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,42.35,Região Norte,Planilha
ED-49743,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 380MM, EXCLUSIVE ARMAÇÃO, INCLUSIVE CONCRETO ESTRUTURAL, USINADO, COM FCK 20MPA, INCLUSIVE LANÇAMENTO, ADENSAMENTO E ACABAMENTO (FUNDAÇÃO)",m,119.38,Região Norte,Planilha
ED-26525,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 450MM, EXCLUSIVE ARMAÇÃO E CONCRETO ESTRUTURAL",m,44.57,Região Norte,Planilha
ED-26484,"EXECUÇÃO DE ESTACA TIPO STRAUSS, DIÂMETRO 450MM, EXCLUSIVE ARMAÇÃO, INCLUSIVE CONCRETO ESTRUTURAL, USINADO, COM FCK 20MPA, INCLUSIVE LANÇAMENTO, ADENSAMENTO E ACABAMENTO (FUNDAÇÃO)
",m,142.77,Região Norte,Planilha
ED-49750,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA BROCA TRADO DMT ATÉ 50 KM,vb,1040.4,Região Norte,Planilha
ED-49751,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA BROCA TRADO DMT DE 50,1 A 100 KM",vb,1568.25,Região Norte,Planilha
ED-49719,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA CRAVADA DMT ATÉ 50 KM,vb,6828.9,Região Norte,Planilha
ED-49720,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA CRAVADA DMT DE 50,1 A 100 KM",vb,9409.5,Região Norte,Planilha
ED-49739,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA STRAUSS DMT ATÉ 50 KM,vb,5202,Região Norte,Planilha
ED-49740,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA STRAUSS DMT DE 50,1 A 100 KM",vb,6729.45,Região Norte,Planilha
ED-49706,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TIPO FRANKI DMT ATÉ 50 KM,vb,10403.75,Região Norte,Planilha
ED-49707,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TIPO FRANKI DMT DE 50,1 A 100 KM",vb,14113.57,Região Norte,Planilha
ED-49713,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TIPO HÉLICE CONTÍNUA DMT ATÉ 50 KM,vb,9409.5,Região Norte,Planilha
ED-49714,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TIPO HÉLICE CONTÍNUA DMT DE 50,1 A 100 KM",vb,12483.6,Região Norte,Planilha
ED-49759,MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TRILHO DMT ATÉ 50 KM,vb,6795.42,Região Norte,Planilha
ED-49760,"MOBILIZAÇÃO E DESMOBILIZAÇÃO DE EQUIPAMENTO PARA ESTACA TRILHO DMT DE 50,1 A 100 KM",vb,9501.75,Região Norte,Planilha
ED-49752,PERFURAÇÃO DE ESTACA BROCA A TRADO MECANIZADO D = 250 MM,m,22.77,Região Norte,Planilha
ED-49753,PERFURAÇÃO DE ESTACA BROCA A TRADO MECANIZADO D = 300 MM,m,31.62,Região Norte,Planilha
ED-49754,PERFURAÇÃO DE ESTACA BROCA A TRADO MECANIZADO D = 350 MM,m,35.87,Região Norte,Planilha
ED-49755,PERFURAÇÃO DE ESTACA BROCA A TRADO MECANIZADO D = 400 MM,m,43.12,Região Norte,Planilha
